date,product_name,category,quantity,price,shop,gender,revenue,year,month,week,day
1558828800000,Why I'm No Longer Talking to White People About Race,Unknown,1,19.1,physical,Unknown,19.1,2019,5,21,1558828800000
1680220800000,Emotional Intelligence: Why It Can Matter More Than IQ,Unknown,3,35.98,physical,Unknown,107.94,2023,3,13,1680220800000
1699747200000,The Bourne Identity,Unknown,2,34.24,physical,Unknown,68.48,2023,11,45,1699747200000
1723680000000,Race Matters,Unknown,2,24.56,physical,Unknown,49.12,2024,8,33,1723680000000
1594252800000,The Undercover Economist,Unknown,3,14.57,physical,Unknown,43.71,2020,7,28,1594252800000
1663027200000,Dare to Lead,Unknown,3,22.97,physical,Unknown,68.91,2022,9,37,1663027200000
1665446400000,Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,Unknown,1,28.57,physical,Unknown,28.57,2022,10,41,1665446400000
1674086400000,Mythos,Unknown,2,14.02,physical,Unknown,28.04,2023,1,3,1674086400000
1546819200000,Devil in Winter,Unknown,3,28.42,physical,Unknown,85.26,2019,1,2,1546819200000
1685923200000,Bad Feminist,Unknown,3,22.14,physical,Unknown,66.42,2023,6,23,1685923200000
1740873600000,Just Mercy: A Story of Justice and Redemption,Unknown,3,23.37,physical,Unknown,70.11,2025,3,9,1740873600000
1589846400000,Unbound: My Story of Liberation and the Birth of the Me Too Movement,Unknown,3,48.03,physical,Unknown,144.09,2020,5,21,1589846400000
1574121600000,The Way of Kings,Unknown,2,21.67,physical,Unknown,43.34,2019,11,47,1574121600000
1758585600000,The Immortal Life of Henrietta Lacks,Unknown,1,18.09,physical,Unknown,18.09,2025,9,39,1758585600000
1645142400000,The Time Machine,Unknown,1,48.58,physical,Unknown,48.58,2022,2,7,1645142400000
1553385600000,"Richer, Wiser, Happier",Unknown,3,18.0,physical,Unknown,54.0,2019,3,12,1553385600000
1662854400000,The Artist's Way,Unknown,3,31.51,physical,Unknown,94.53,2022,9,36,1662854400000
1700092800000,Educated: A Memoir,Unknown,2,28.57,physical,Unknown,57.14,2023,11,46,1700092800000
1594684800000,All About Love,Unknown,1,39.27,physical,Unknown,39.27,2020,7,29,1594684800000
1622160000000,Emotional Intelligence: Why It Can Matter More Than IQ,Unknown,3,39.56,physical,Unknown,118.68,2021,5,21,1622160000000
1641772800000,The Richest Man in Babylon,Unknown,3,10.95,physical,Unknown,32.85,2022,1,2,1641772800000
1746662400000,Irrational Exuberance,Unknown,3,11.31,physical,Unknown,33.93,2025,5,19,1746662400000
1673395200000,Big Little Lies,Unknown,3,40.13,physical,Unknown,120.39,2023,1,2,1673395200000
1693440000000,How to Do Nothing: Resisting the Attention Economy,Unknown,3,11.0,physical,Unknown,33.0,2023,8,35,1693440000000
1753488000000,Silent Spring,Unknown,2,15.28,physical,Unknown,30.56,2025,7,30,1753488000000
1751932800000,Frankenstein,Unknown,1,40.3,physical,Unknown,40.3,2025,7,28,1751932800000
1669420800000,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,Unknown,1,10.33,physical,Unknown,10.33,2022,11,47,1669420800000
1733961600000,Thrive,Unknown,2,36.2,physical,Unknown,72.4,2024,12,50,1733961600000
1658707200000,1776,Unknown,1,28.22,physical,Unknown,28.22,2022,7,30,1658707200000
1635379200000,Dracula,Unknown,3,40.88,physical,Unknown,122.64,2021,10,43,1635379200000
1681603200000,Against Crisis & Disaster,Unknown,2,26.06,physical,Unknown,52.12,2023,4,15,1681603200000
1660003200000,The Attention Merchants,Unknown,3,35.5,physical,Unknown,106.5,2022,8,32,1660003200000
1598054400000,How to Do Nothing: Resisting the Attention Economy,Unknown,3,24.84,physical,Unknown,74.52,2020,8,34,1598054400000
1663286400000,Awakenings,Unknown,3,12.3,physical,Unknown,36.9,2022,9,37,1663286400000
1750032000000,Getting the Love You Want,Unknown,1,48.17,physical,Unknown,48.17,2025,6,25,1750032000000
1680480000000,The Sixth Extinction,Unknown,2,49.09,physical,Unknown,98.18,2023,4,14,1680480000000
1557532800000,Irrational Exuberance,Unknown,3,45.85,physical,Unknown,137.55,2019,5,19,1557532800000
1708819200000,The War of Art,Unknown,2,23.17,physical,Unknown,46.34,2024,2,8,1708819200000
1744329600000,Afford Anything,Unknown,2,32.79,physical,Unknown,65.58,2025,4,15,1744329600000
1639526400000,"The Four: The Hidden DNA of Amazon, Apple, Facebook, and Google",Unknown,2,23.96,physical,Unknown,47.92,2021,12,50,1639526400000
1763596800000,Crime and Punishment,Unknown,3,41.75,physical,Unknown,125.25,2025,11,47,1763596800000
1642032000000,The Curious Incident of the Dog in the Night-Time,Unknown,3,29.46,physical,Unknown,88.38,2022,1,2,1642032000000
1577923200000,Bad Feminist,Unknown,2,43.74,physical,Unknown,87.48,2020,1,1,1577923200000
1678665600000,The Big Sleep,Unknown,3,40.06,physical,Unknown,120.18,2023,3,11,1678665600000
1560470400000,The 9 Steps to Financial Freedom,Unknown,2,32.19,physical,Unknown,64.38,2019,6,24,1560470400000
1638662400000,World Order,Unknown,1,46.32,physical,Unknown,46.32,2021,12,48,1638662400000
1635206400000,Good to Great,Unknown,2,42.38,physical,Unknown,84.76,2021,10,43,1635206400000
1550275200000,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Unknown,2,13.35,physical,Unknown,26.7,2019,2,7,1550275200000
1659398400000,Love in the Time of Cholera,Unknown,1,20.7,physical,Unknown,20.7,2022,8,31,1659398400000
1593648000000,The Art of War,Unknown,3,43.75,physical,Unknown,131.25,2020,7,27,1593648000000
1732838400000,The Hunger Games,Unknown,3,44.41,physical,Unknown,133.23,2024,11,48,1732838400000
1744070400000,The Myth of Normal,Unknown,1,35.14,physical,Unknown,35.14,2025,4,15,1744070400000
1663459200000,History of the Peloponnesian War,Unknown,3,37.58,physical,Unknown,112.74,2022,9,37,1663459200000
1711497600000,Adrift: America in 100 Charts,Unknown,3,43.82,physical,Unknown,131.46,2024,3,13,1711497600000
1756252800000,Atlas of the Heart,Unknown,1,15.41,physical,Unknown,15.41,2025,8,35,1756252800000
1670284800000,Love in the Time of Cholera,Unknown,1,47.76,physical,Unknown,47.76,2022,12,49,1670284800000
1605312000000,The Lord of the Rings,Unknown,1,31.11,physical,Unknown,31.11,2020,11,46,1605312000000
1563667200000,Stillness Is the Key,Unknown,3,49.97,physical,Unknown,149.91,2019,7,29,1563667200000
1727913600000,Meditations,Unknown,3,25.16,physical,Unknown,75.48,2024,10,40,1727913600000
1626652800000,What Do You Want To Do When You Grow Up?: Career Planning for the 21st Century,Unknown,2,35.9,physical,Unknown,71.8,2021,7,29,1626652800000
1622246400000,World Without Mind: The Existential Threat of Big Tech,Unknown,3,31.71,physical,Unknown,95.13,2021,5,21,1622246400000
1621555200000,No One Is Too Small to Make a Difference,Unknown,2,44.74,physical,Unknown,89.48,2021,5,20,1621555200000
1671148800000,You Are a Badass at Making Money,Unknown,2,30.76,physical,Unknown,61.52,2022,12,50,1671148800000
1558224000000,World Without Mind: The Existential Threat of Big Tech,Unknown,1,32.4,physical,Unknown,32.4,2019,5,20,1558224000000
1552521600000,A Return to Love,Unknown,3,10.96,physical,Unknown,32.88,2019,3,11,1552521600000
1720483200000,Dracula,Unknown,3,36.78,physical,Unknown,110.34,2024,7,28,1720483200000
1655683200000,The Children of Men,Unknown,3,28.64,physical,Unknown,85.92,2022,6,25,1655683200000
1716595200000,Race After Technology,Unknown,3,13.81,physical,Unknown,41.43,2024,5,21,1716595200000
1588809600000,And Then There Were None,Unknown,3,11.01,physical,Unknown,33.03,2020,5,19,1588809600000
1566518400000,Why We Sleep,Unknown,1,41.92,physical,Unknown,41.92,2019,8,34,1566518400000
1759622400000,Bridget Jones's Diary,Unknown,1,29.21,physical,Unknown,29.21,2025,10,40,1759622400000
1628380800000,The Post-American World,Unknown,3,36.7,physical,Unknown,110.1,2021,8,31,1628380800000
1674086400000,The Secret Place,Unknown,1,23.01,physical,Unknown,23.01,2023,1,3,1674086400000
1557878400000,Arctic Dreams,Unknown,3,11.75,physical,Unknown,35.25,2019,5,20,1557878400000
1744329600000,The 4-Hour Workweek,Unknown,3,39.47,physical,Unknown,118.41,2025,4,15,1744329600000
1659312000000,The Elements of Style,Unknown,3,49.54,physical,Unknown,148.62,2022,8,31,1659312000000
1575504000000,Emotional Intelligence 2.0,Unknown,2,47.65,physical,Unknown,95.3,2019,12,49,1575504000000
1656720000000,Ubik,Unknown,3,17.49,physical,Unknown,52.47,2022,7,26,1656720000000
1627689600000,A Tale of Two Cities,Unknown,2,41.66,physical,Unknown,83.32,2021,7,30,1627689600000
1732579200000,Alexander Hamilton,Unknown,2,46.03,physical,Unknown,92.06,2024,11,48,1732579200000
1641254400000,The Clash of Civilizations and the Remaking of World Order,Unknown,3,12.21,physical,Unknown,36.63,2022,1,1,1641254400000
1722816000000,Why We Sleep,Unknown,3,47.01,physical,Unknown,141.03,2024,8,32,1722816000000
1590105600000,The ONE Thing,Unknown,2,24.41,physical,Unknown,48.82,2020,5,21,1590105600000
1760313600000,Arctic Dreams,Unknown,3,33.07,physical,Unknown,99.21,2025,10,42,1760313600000
1555977600000,Contested Will,Unknown,3,11.79,physical,Unknown,35.37,2019,4,17,1555977600000
1714780800000,Emotional Intelligence: Why It Can Matter More Than IQ,Unknown,2,29.47,physical,Unknown,58.94,2024,5,18,1714780800000
1716768000000,The State of Affairs,Unknown,1,45.39,physical,Unknown,45.39,2024,5,22,1716768000000
1680393600000,Crying in H Mart,Unknown,3,40.04,physical,Unknown,120.12,2023,4,13,1680393600000
1759708800000,Manufacturing Consent,Unknown,3,41.8,physical,Unknown,125.4,2025,10,41,1759708800000
1654732800000,The Lean Startup,Unknown,1,13.06,physical,Unknown,13.06,2022,6,23,1654732800000
1748736000000,The Smartest Guys in the Room,Unknown,3,46.93,physical,Unknown,140.79,2025,6,22,1748736000000
1630540800000,New Dark Age: Technology and the End of the Future,Unknown,3,17.03,physical,Unknown,51.09,2021,9,35,1630540800000
1735689600000,Greenlights,Unknown,2,41.0,physical,Unknown,82.0,2025,1,1,1735689600000
1641168000000,Cosmos,Unknown,3,33.49,physical,Unknown,100.47,2022,1,1,1641168000000
1596585600000,Twenty Thousand Leagues Under the Seas,Unknown,3,26.82,physical,Unknown,80.46,2020,8,32,1596585600000
1638230400000,Think and Grow Rich,Unknown,3,12.15,physical,Unknown,36.45,2021,11,48,1638230400000
1565395200000,Enchiridion,Unknown,3,27.06,physical,Unknown,81.18,2019,8,32,1565395200000
1765152000000,Factfulness,Unknown,1,48.09,physical,Unknown,48.09,2025,12,50,1765152000000
1660780800000,Orientalism,Unknown,3,46.37,physical,Unknown,139.11,2022,8,33,1660780800000
1728691200000,Adrift: America in 100 Charts,Unknown,3,19.2,physical,Unknown,57.6,2024,10,41,1728691200000
1559952000000,The Polyvagal Theory in Therapy,Unknown,1,45.74,physical,Unknown,45.74,2019,6,23,1559952000000
1710028800000,Smarter Faster Better,Unknown,1,39.9,physical,Unknown,39.9,2024,3,10,1710028800000
1664150400000,Antifragile,Unknown,1,20.33,physical,Unknown,20.33,2022,9,39,1664150400000
1687737600000,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Unknown,2,36.93,physical,Unknown,73.86,2023,6,26,1687737600000
1750809600000,Team Human,Unknown,1,49.01,physical,Unknown,49.01,2025,6,26,1750809600000
1733443200000,Principles for Dealing with the Changing World Order,Unknown,3,31.67,physical,Unknown,95.01,2024,12,49,1733443200000
1659571200000,Admissions: A Life in Brain Surgery,Unknown,3,43.34,physical,Unknown,130.02,2022,8,31,1659571200000
1678147200000,The Great Hack: How the Digital Takeover of Our Elections and Our Data Is Under Threat,Unknown,3,28.99,physical,Unknown,86.97,2023,3,10,1678147200000
1728172800000,Influence: The Psychology of Persuasion,Unknown,2,12.12,physical,Unknown,24.24,2024,10,40,1728172800000
1559260800000,The Curious Incident of the Dog in the Night-Time,Unknown,1,18.81,physical,Unknown,18.81,2019,5,22,1559260800000
1720137600000,The Age of Surveillance Capitalism,Unknown,2,42.85,physical,Unknown,85.7,2024,7,27,1720137600000
1659312000000,The Automatic Millionaire,Unknown,3,19.95,physical,Unknown,59.85,2022,8,31,1659312000000
1568160000000,Hope in the Dark,Unknown,3,22.58,physical,Unknown,67.74,2019,9,37,1568160000000
1556150400000,Between the World and Me,Unknown,3,18.03,physical,Unknown,54.09,2019,4,17,1556150400000
1641427200000,Stumbling on Happiness,Unknown,2,23.67,physical,Unknown,47.34,2022,1,1,1641427200000
1718150400000,And Then There Were None,Unknown,1,35.07,physical,Unknown,35.07,2024,6,24,1718150400000
1610755200000,Think for Yourself: The Art and Science of Good Judgment,Unknown,2,47.49,physical,Unknown,94.98,2021,1,2,1610755200000
1632355200000,Emotional Intelligence 2.0,Unknown,1,19.13,physical,Unknown,19.13,2021,9,38,1632355200000
1686960000000,The War of the Worlds,Unknown,1,10.4,physical,Unknown,10.4,2023,6,24,1686960000000
1746144000000,The Diary of a Young Girl,Unknown,2,45.67,physical,Unknown,91.34,2025,5,18,1746144000000
1628294400000,White Fragility,Unknown,3,47.99,physical,Unknown,143.97,2021,8,31,1628294400000
1596067200000,Meditations,Unknown,1,15.47,physical,Unknown,15.47,2020,7,31,1596067200000
1703030400000,The Artist's Way,Unknown,1,16.35,physical,Unknown,16.35,2023,12,51,1703030400000
1707436800000,Writing Down the Bones,Unknown,1,27.58,physical,Unknown,27.58,2024,2,6,1707436800000
1668729600000,The Duke and I,Unknown,2,14.02,physical,Unknown,28.04,2022,11,46,1668729600000
1586044800000,The Old Ways,Unknown,3,31.13,physical,Unknown,93.39,2020,4,14,1586044800000
1574380800000,Bad Feminist,Unknown,2,33.55,physical,Unknown,67.1,2019,11,47,1574380800000
1698278400000,Underland,Unknown,1,26.81,physical,Unknown,26.81,2023,10,43,1698278400000
1577836800000,Brave New World,Unknown,2,29.11,physical,Unknown,58.22,2020,1,1,1577836800000
1653868800000,The Day of the Triffids,Unknown,3,12.67,physical,Unknown,38.01,2022,5,22,1653868800000
1682294400000,Crying in H Mart,Unknown,3,28.59,physical,Unknown,85.77,2023,4,17,1682294400000
1582070400000,The Great Mental Models,Unknown,1,40.99,physical,Unknown,40.99,2020,2,8,1582070400000
1641600000000,A Return to Love,Unknown,2,17.35,physical,Unknown,34.7,2022,1,1,1641600000000
1733356800000,The Hunger Games,Unknown,3,20.13,physical,Unknown,60.39,2024,12,49,1733356800000
1746316800000,Walden,Unknown,2,44.51,physical,Unknown,89.02,2025,5,18,1746316800000
1691798400000,The Cashflow Quadrant,Unknown,2,45.58,physical,Unknown,91.16,2023,8,32,1691798400000
1598918400000,The Old Ways,Unknown,1,36.94,physical,Unknown,36.94,2020,9,36,1598918400000
1722816000000,Pilgrim at Tinker Creek,Unknown,2,31.3,physical,Unknown,62.6,2024,8,32,1722816000000
1655424000000,Astrophysics for People in a Hurry,Unknown,2,43.47,physical,Unknown,86.94,2022,6,24,1655424000000
1715644800000,Saving Capitalism,Unknown,1,11.91,physical,Unknown,11.91,2024,5,20,1715644800000
1596672000000,The Old Ways,Unknown,2,40.61,physical,Unknown,81.22,2020,8,32,1596672000000
1603324800000,Steve Jobs,Unknown,2,41.15,physical,Unknown,82.3,2020,10,43,1603324800000
1689292800000,Race Matters,Unknown,3,17.82,physical,Unknown,53.46,2023,7,28,1689292800000
1701907200000,Rachel's Holiday,Unknown,3,33.73,physical,Unknown,101.19,2023,12,49,1701907200000
1747526400000,The Sixth Extinction,Unknown,2,47.05,physical,Unknown,94.1,2025,5,20,1747526400000
1753056000000,The Girl on the Train,Unknown,3,35.65,physical,Unknown,106.95,2025,7,30,1753056000000
1656633600000,"Guns, Germs, and Steel",Unknown,1,31.44,physical,Unknown,31.44,2022,7,26,1656633600000
1557446400000,Emotional Intelligence: Why It Can Matter More Than IQ,Unknown,3,31.44,physical,Unknown,94.32,2019,5,19,1557446400000
1573171200000,Leaders Eat Last,Unknown,1,39.3,physical,Unknown,39.3,2019,11,45,1573171200000
1734739200000,The Clash of Civilizations and the Remaking of World Order,Unknown,1,30.43,physical,Unknown,30.43,2024,12,51,1734739200000
1660435200000,Big Little Lies,Unknown,1,35.26,physical,Unknown,35.26,2022,8,32,1660435200000
1694736000000,Do Androids Dream of Electric Sheep?,Unknown,3,20.31,physical,Unknown,60.93,2023,9,37,1694736000000
1695340800000,Basic Economics,Unknown,2,14.65,physical,Unknown,29.3,2023,9,38,1695340800000
1710892800000,Dead Wake,Unknown,3,24.39,physical,Unknown,73.17,2024,3,12,1710892800000
1735862400000,When Things Fall Apart,Unknown,2,27.16,physical,Unknown,54.32,2025,1,1,1735862400000
1600214400000,The Fifth Season,Unknown,3,24.3,physical,Unknown,72.9,2020,9,38,1600214400000
1707177600000,The Duke and I,Unknown,2,37.73,physical,Unknown,75.46,2024,2,6,1707177600000
1567123200000,Ubik,Unknown,1,24.04,physical,Unknown,24.04,2019,8,35,1567123200000
1554595200000,Misery,Unknown,3,48.64,physical,Unknown,145.92,2019,4,14,1554595200000
1690243200000,The Revenge of Geography,Unknown,1,17.03,physical,Unknown,17.03,2023,7,30,1690243200000
1639526400000,The Way of Kings,Unknown,2,26.99,physical,Unknown,53.98,2021,12,50,1639526400000
1584576000000,Mindset: The New Psychology of Success,Unknown,2,17.25,physical,Unknown,34.5,2020,3,12,1584576000000
1636761600000,"Whitney, My Love",Unknown,1,49.55,physical,Unknown,49.55,2021,11,45,1636761600000
1649289600000,Love in the Time of Cholera,Unknown,2,14.06,physical,Unknown,28.12,2022,4,14,1649289600000
1759881600000,A Scanner Darkly,Unknown,2,11.06,physical,Unknown,22.12,2025,10,41,1759881600000
1671926400000,"The Utopia of Rules: On Technology, Stupidity and the Secret Joys of Bureaucracy",Unknown,2,15.83,physical,Unknown,31.66,2022,12,51,1671926400000
1654905600000,Boundary Boss,Unknown,3,36.6,physical,Unknown,109.8,2022,6,23,1654905600000
1572566400000,Love in the Time of Cholera,Unknown,1,30.38,physical,Unknown,30.38,2019,11,44,1572566400000
1581379200000,Anna Karenina,Unknown,3,28.19,physical,Unknown,84.57,2020,2,7,1581379200000
1628467200000,The Art of Thinking Clearly,Unknown,1,36.07,physical,Unknown,36.07,2021,8,32,1628467200000
1647734400000,A Scanner Darkly,Unknown,3,26.98,physical,Unknown,80.94,2022,3,11,1647734400000
1558828800000,The Immortal Life of Henrietta Lacks,Unknown,2,36.81,physical,Unknown,73.62,2019,5,21,1558828800000
1645574400000,How to Break Up with Your Phone,Unknown,2,25.26,physical,Unknown,50.52,2022,2,8,1645574400000
1586476800000,The Richest Man in Babylon,Unknown,2,41.8,physical,Unknown,83.6,2020,4,15,1586476800000
1627257600000,On Writing Well,Unknown,1,16.32,physical,Unknown,16.32,2021,7,30,1627257600000
1560902400000,The Myth of Normal,Unknown,3,28.48,physical,Unknown,85.44,2019,6,25,1560902400000
1742428800000,Nicomachean Ethics,Unknown,1,41.04,physical,Unknown,41.04,2025,3,12,1742428800000
1557964800000,The Great Derangement: Climate Change and the Unthinkable,Unknown,2,33.01,physical,Unknown,66.02,2019,5,20,1557964800000
1723507200000,Irresistible: The Rise of Addictive Technology and the Business of Keeping Us Hooked,Unknown,2,39.99,physical,Unknown,79.98,2024,8,33,1723507200000
1608854400000,The Innovator's Dilemma,Unknown,2,39.13,physical,Unknown,78.26,2020,12,52,1608854400000
1548460800000,Childhood's End,Unknown,2,28.96,physical,Unknown,57.92,2019,1,4,1548460800000
1717113600000,A Tale of Two Cities,Unknown,2,27.16,physical,Unknown,54.32,2024,5,22,1717113600000
1746489600000,War and Peace,Unknown,3,32.07,physical,Unknown,96.21,2025,5,19,1746489600000
1688256000000,Manufacturing Consent,Unknown,1,18.82,physical,Unknown,18.82,2023,7,26,1688256000000
1677456000000,What Color Is Your Parachute?,Unknown,1,37.93,physical,Unknown,37.93,2023,2,9,1677456000000
1706832000000,The Prophet,Unknown,2,18.91,physical,Unknown,37.82,2024,2,5,1706832000000
1704412800000,Stillness Is the Key,Unknown,3,49.8,physical,Unknown,149.4,2024,1,1,1704412800000
1631318400000,The 8th Habit,Unknown,3,15.15,physical,Unknown,45.45,2021,9,36,1631318400000
1564272000000,Blink,Unknown,1,10.95,physical,Unknown,10.95,2019,7,30,1564272000000
1624924800000,Titan: The Life of John D. Rockefeller,Unknown,3,24.74,physical,Unknown,74.22,2021,6,26,1624924800000
1602979200000,The Automatic Millionaire,Unknown,1,38.27,physical,Unknown,38.27,2020,10,42,1602979200000
1558310400000,No One Is Too Small to Make a Difference,Unknown,2,44.93,physical,Unknown,89.86,2019,5,21,1558310400000
1596412800000,Uncanny Valley,Unknown,2,41.65,physical,Unknown,83.3,2020,8,32,1596412800000
1641600000000,The Art of War,Unknown,1,28.27,physical,Unknown,28.27,2022,1,1,1641600000000
1684800000000,Mythos,Unknown,1,48.18,physical,Unknown,48.18,2023,5,21,1684800000000
1737072000000,Four Thousand Weeks: Time Management for Mortals,Unknown,1,37.46,physical,Unknown,37.46,2025,1,3,1737072000000
1669766400000,Strangers on a Train,Unknown,1,22.56,physical,Unknown,22.56,2022,11,48,1669766400000
1725667200000,The Green Mile,Unknown,2,39.39,physical,Unknown,78.78,2024,9,36,1725667200000
1639872000000,How to Break Up with Your Phone,Unknown,1,46.55,physical,Unknown,46.55,2021,12,50,1639872000000
1725840000000,Stumbling on Happiness,Unknown,3,34.56,physical,Unknown,103.68,2024,9,37,1725840000000
1723161600000,When Things Fall Apart,Unknown,1,49.68,physical,Unknown,49.68,2024,8,32,1723161600000
1578787200000,Originals: How Non-Conformists Move the World,Unknown,1,28.31,physical,Unknown,28.31,2020,1,2,1578787200000
1764028800000,Everything Is F*cked: A Book About Hope,Unknown,2,28.21,physical,Unknown,56.42,2025,11,48,1764028800000
1716249600000,Underland,Unknown,2,22.31,physical,Unknown,44.62,2024,5,21,1716249600000
1646179200000,Crying in H Mart,Unknown,2,26.02,physical,Unknown,52.04,2022,3,9,1646179200000
1689465600000,Writing Down the Bones,Unknown,2,27.02,physical,Unknown,54.04,2023,7,28,1689465600000
1718409600000,How to Break Up with Your Phone,Unknown,2,46.63,physical,Unknown,93.26,2024,6,24,1718409600000
1566864000000,Frankenstein,Unknown,3,48.84,physical,Unknown,146.52,2019,8,35,1566864000000
1579564800000,Your Money or Your Life,Unknown,2,45.59,physical,Unknown,91.18,2020,1,4,1579564800000
1625356800000,One Hundred Years of Solitude,Unknown,2,29.33,physical,Unknown,58.66,2021,7,26,1625356800000
1649894400000,Irresistible: The Rise of Addictive Technology and the Business of Keeping Us Hooked,Unknown,1,49.67,physical,Unknown,49.67,2022,4,15,1649894400000
1735344000000,Braiding Sweetgrass,Unknown,3,48.23,physical,Unknown,144.69,2024,12,52,1735344000000
1602288000000,Anna Karenina,Unknown,3,30.97,physical,Unknown,92.91,2020,10,41,1602288000000
1620259200000,Arctic Dreams,Unknown,3,22.88,physical,Unknown,68.64,2021,5,18,1620259200000
1662336000000,The Fifth Season,Unknown,2,15.37,physical,Unknown,30.74,2022,9,36,1662336000000
1666396800000,Selected Poems,Unknown,1,20.0,physical,Unknown,20.0,2022,10,42,1666396800000
1687478400000,Blink,Unknown,3,24.0,physical,Unknown,72.0,2023,6,25,1687478400000
1611100800000,The Little Book of Market Myths,Unknown,1,29.37,physical,Unknown,29.37,2021,1,3,1611100800000
1681257600000,Meditations,Unknown,3,43.78,physical,Unknown,131.34,2023,4,15,1681257600000
1590192000000,Beating the Street,Unknown,2,49.67,physical,Unknown,99.34,2020,5,21,1590192000000
1673654400000,The Hunger Games,Unknown,1,13.82,physical,Unknown,13.82,2023,1,2,1673654400000
1680912000000,Outlive: The Science & Art of Longevity,Unknown,3,45.49,physical,Unknown,136.47,2023,4,14,1680912000000
1724025600000,The Notebook,Unknown,2,17.17,physical,Unknown,34.34,2024,8,34,1724025600000
1717977600000,The Art of War,Unknown,2,11.84,physical,Unknown,23.68,2024,6,24,1717977600000
1749772800000,The Battle for Paradise: Puerto Rico Stays Strong,Unknown,3,30.92,physical,Unknown,92.76,2025,6,24,1749772800000
1609027200000,Atlas of the Heart,Unknown,2,17.1,physical,Unknown,34.2,2020,12,52,1609027200000
1553299200000,Mindset: The New Psychology of Success,Unknown,2,25.44,physical,Unknown,50.88,2019,3,12,1553299200000
1736812800000,A Tale of Two Cities,Unknown,2,17.68,physical,Unknown,35.36,2025,1,3,1736812800000
1594944000000,"The Utopia of Rules: On Technology, Stupidity and the Secret Joys of Bureaucracy",Unknown,2,15.3,physical,Unknown,30.6,2020,7,29,1594944000000
1615420800000,On Writing Well,Unknown,2,17.94,physical,Unknown,35.88,2021,3,10,1615420800000
1591660800000,The Brothers Karamazov,Unknown,1,33.49,physical,Unknown,33.49,2020,6,24,1591660800000
1702598400000,Man's Search for Meaning,Unknown,2,41.64,physical,Unknown,83.28,2023,12,50,1702598400000
1729814400000,Complex PTSD: From Surviving to Thriving,Unknown,1,23.16,physical,Unknown,23.16,2024,10,43,1729814400000
1697932800000,The Brothers Karamazov,Unknown,2,34.02,physical,Unknown,68.04,2023,10,42,1697932800000
1717804800000,Manufacturing Consent,Unknown,3,20.4,physical,Unknown,61.2,2024,6,23,1717804800000
1705881600000,The Gene: An Intimate History,Unknown,1,10.59,physical,Unknown,10.59,2024,1,4,1705881600000
1653436800000,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Unknown,2,49.98,physical,Unknown,99.96,2022,5,21,1653436800000
1719014400000,The Curious Incident of the Dog in the Night-Time,Unknown,1,19.46,physical,Unknown,19.46,2024,6,25,1719014400000
1584057600000,Mating in Captivity,Unknown,2,43.14,physical,Unknown,86.28,2020,3,11,1584057600000
1764288000000,The Battle for Paradise: Puerto Rico Stays Strong,Unknown,2,22.05,physical,Unknown,44.1,2025,11,48,1764288000000
1608595200000,The Post-American World,Unknown,1,12.48,physical,Unknown,12.48,2020,12,52,1608595200000
1721347200000,On Tyranny,Unknown,2,33.99,physical,Unknown,67.98,2024,7,29,1721347200000
1612224000000,Awakenings,Unknown,1,26.46,physical,Unknown,26.46,2021,2,5,1612224000000
1643760000000,Eloquent Rage: A Black Feminist Discovers Her Superpower,Unknown,2,30.07,physical,Unknown,60.14,2022,2,5,1643760000000
1634601600000,The Maltese Falcon,Unknown,3,34.08,physical,Unknown,102.24,2021,10,42,1634601600000
1714521600000,The 8th Habit,Unknown,1,12.2,physical,Unknown,12.2,2024,5,18,1714521600000
1601424000000,The Little Book That Beats the Market,Unknown,2,28.8,physical,Unknown,57.6,2020,9,40,1601424000000
1709683200000,Complications,Unknown,3,28.77,physical,Unknown,86.31,2024,3,10,1709683200000
1594771200000,Childhood's End,Unknown,2,36.56,physical,Unknown,73.12,2020,7,29,1594771200000
1669075200000,The Age of Surveillance Capitalism,Unknown,3,46.23,physical,Unknown,138.69,2022,11,47,1669075200000
1590969600000,Desert Solitaire,Unknown,2,12.96,physical,Unknown,25.92,2020,6,23,1590969600000
1699315200000,Between the World and Me,Unknown,1,40.53,physical,Unknown,40.53,2023,11,45,1699315200000
1656720000000,The World Is Flat,Unknown,1,27.27,physical,Unknown,27.27,2022,7,26,1656720000000
1569369600000,Soft Power,Unknown,3,25.02,physical,Unknown,75.06,2019,9,39,1569369600000
1748822400000,Connectography,Unknown,2,38.1,physical,Unknown,76.2,2025,6,23,1748822400000
1689552000000,The Hunger Games,Unknown,2,21.93,physical,Unknown,43.86,2023,7,29,1689552000000
1601164800000,The World Beyond Your Head: On Becoming an Individual in an Age of Distraction,Unknown,2,36.19,physical,Unknown,72.38,2020,9,39,1601164800000
1704585600000,The World Beyond Your Head: On Becoming an Individual in an Age of Distraction,Unknown,3,13.44,physical,Unknown,40.32,2024,1,1,1704585600000
1732752000000,Admissions: A Life in Brain Surgery,Unknown,3,18.62,physical,Unknown,55.86,2024,11,48,1732752000000
